iter	Logloss
157	0.2910369896
158	0.2907040755
159	0.2905337748
160	0.290440799
161	0.2903102845
162	0.2901663602
163	0.2900649118
164	0.2898103532
165	0.2897439735
166	0.2896433547
167	0.2895660672
168	0.2894515934
169	0.28937851
170	0.289274872
171	0.2892007081
172	0.2890564947
173	0.2889770013
174	0.2888253065
175	0.2887187263
176	0.2882878149
177	0.2882288144
178	0.2881572372
179	0.2879254875
180	0.2878586068
181	0.2877578358
182	0.2876355322
183	0.2875473969
184	0.2874919543
185	0.287351756
186	0.2872454579
187	0.2871369223
188	0.2870313913
189	0.2869518117
190	0.2868509245
191	0.2867930952
192	0.2867262024
193	0.2866186694
194	0.2865561414
195	0.2864161036
196	0.2863357081
197	0.2862226673
198	0.2861572321
199	0.2860505406
200	0.2859236845
201	0.2855574586
202	0.2854418871
203	0.2852979743
204	0.2851300394
205	0.2850152811
206	0.2849672
207	0.2848246671
208	0.2847100017
209	0.28463548
210	0.2845248019
211	0.284427958
212	0.2843306439
213	0.2842212323
214	0.284120199
215	0.2839783682
216	0.28390538
217	0.2838600982
218	0.2837704718
219	0.2836991236
220	0.2835985664
221	0.283537455
222	0.2834647979
223	0.2833261171
224	0.2831793888
225	0.2830621173
226	0.2829068425
227	0.2828205697
228	0.2827406084
229	0.282623391
230	0.2825191639
231	0.2824100906
232	0.2823383919
233	0.2822548801
234	0.2821747958
235	0.282077905
236	0.2819779243
237	0.2819110751
238	0.2818288121
239	0.2816921718
240	0.2815459245
241	0.2812808086
242	0.2811873731
243	0.2811297593
244	0.280944174
245	0.2808640677
246	0.2807376343
247	0.2806308307
248	0.2805299398
249	0.2804425613
250	0.2803499807
251	0.2802403675
252	0.2801764168
253	0.2800890269
254	0.2799827565
255	0.2797649307
256	0.2796815087
257	0.2795960078
258	0.2795280825
259	0.2794115485
260	0.2793414168
261	0.2787869622
262	0.2786995501
263	0.2785153847
264	0.278457522
265	0.2783443384
266	0.2782620288
267	0.2781850276
268	0.278084008
269	0.2779742984
270	0.2778942581
271	0.2777858434
272	0.2777067424
273	0.2776219305
274	0.2775128614
275	0.277257571
276	0.2771525277
277	0.2770882474
278	0.2770116134
279	0.276894269
280	0.2768144005
281	0.2767099384
282	0.2766529792
283	0.2765967645
284	0.2765443068
285	0.2764440038
286	0.2764128635
287	0.2763166319
288	0.2762565678
289	0.2761798971
290	0.2761275091
291	0.2760773002
292	0.2759975455
293	0.2759377205
294	0.2758489644
295	0.2757827656
296	0.2756829984
297	0.2756181672
298	0.2754110064
299	0.27503732
300	0.2749429536
301	0.2745924086
302	0.2744869205
303	0.2743990089
304	0.2743553949
305	0.2741038721
306	0.2737698279
307	0.2737085178
308	0.2736173392
309	0.2734261176
310	0.2733117296
311	0.2730448528
312	0.2729695555
313	0.2729051325
314	0.2728074497
315	0.272730238
316	0.2726588269
317	0.2725982054
318	0.2725217035
319	0.2724682599
320	0.2723706462
321	0.2722865134
322	0.2722478874
323	0.2721576989
324	0.2720845819
325	0.2717870227
326	0.2716527512
327	0.271521369
328	0.2714150732
329	0.2713341584
330	0.271272775
331	0.2712085957
332	0.2711640175
333	0.2710547109
334	0.270953728
335	0.2708928227
336	0.270830479
337	0.2706405524
338	0.2705459835
339	0.2704659003
340	0.2703983787
341	0.2702340885
342	0.2701777762
343	0.2700374619
344	0.2699491578
345	0.2699148273
346	0.26984592
347	0.2697894122
348	0.2696917041
349	0.2696304233
350	0.2695863108
351	0.2694547129
352	0.2694049422
353	0.2693569552
354	0.2692873391
355	0.2692427835
356	0.2692024671
357	0.2691364627
358	0.2690790367
359	0.2690121592
360	0.2689134167
361	0.2688605299
362	0.2688107425
363	0.2687420576
364	0.2686975034
365	0.2686303372
366	0.2685667903
367	0.2685073678
368	0.2684319135
369	0.2683655487
370	0.2683007631
371	0.2682440036
372	0.2681676246
373	0.2681142008
374	0.2680734022
375	0.2680228375
376	0.2679186883
377	0.2678636844
378	0.2676936753
379	0.267627843
380	0.2675820594
381	0.267533419
382	0.2674523214
383	0.2673814284
384	0.2673144921
385	0.2671948952
386	0.2671219023
387	0.2670561113
388	0.2669978147
389	0.2669469654
390	0.2669168401
391	0.2667677685
392	0.2667189579
393	0.2666721659
394	0.2666277096
395	0.2665409304
396	0.2664877536
397	0.2664497524
398	0.2663856097
399	0.266315455
400	0.2662689622
401	0.266229209
402	0.2661776807
403	0.266110465
404	0.2660602117
405	0.2659952737
406	0.2659260449
407	0.2658430693
408	0.2657583535
409	0.265691047
410	0.2656395604
411	0.2655761226
412	0.2654909029
413	0.2654247309
414	0.2653885731
415	0.2653475835
416	0.2653110261
417	0.2651301518
418	0.2650713547
419	0.2649689899
420	0.2649357163
421	0.2648744205
422	0.2648132164
423	0.2647530679
424	0.2646927179
425	0.2645691076
426	0.2645383684
427	0.2644703298
428	0.264413992
429	0.2643712804
430	0.2643140064
431	0.264254436
432	0.264205427
433	0.26417591
434	0.2641283447
435	0.2640458465
436	0.2639873449
437	0.2639532363
438	0.2638817071
439	0.2637020916
440	0.2636299379
441	0.263570603
442	0.2635285222
443	0.2635030555
444	0.2634451488
445	0.2633604988
446	0.2633267112
447	0.2632747696
448	0.2632110531
449	0.2631475003
450	0.2630815249
451	0.2630232468
452	0.2629526243
453	0.2629152441
454	0.2628460771
455	0.2627969701
456	0.262758941
457	0.2627180204
458	0.2626769877
459	0.2626276643
460	0.2625835702
461	0.2625203369
462	0.2624624454
463	0.2623651616
464	0.2623169363
465	0.2621627404
466	0.262116437
467	0.2620726319
468	0.2620362717
469	0.2619691912
470	0.2619132362
471	0.2618521444
472	0.2618005501
473	0.2617496149
474	0.2617086644
475	0.2616502568
476	0.2616076541
477	0.2615774378
478	0.2615107732
479	0.2614677159
480	0.2614041622
481	0.261351214
482	0.2612735378
483	0.2612395903
484	0.2612107511
485	0.2611267951
486	0.2610832794
487	0.2610547057
488	0.2609818381
489	0.2609526289
490	0.2609184177
491	0.2608831265
492	0.2608319773
493	0.2607630098
494	0.2606901898
495	0.2606453648
496	0.2605733742
497	0.2604990973
498	0.2604548114
499	0.2604007524
500	0.2603177809
501	0.2602648977
502	0.260206415
503	0.2601439865
504	0.2600542447
505	0.2599790692
506	0.259928959
507	0.2598807959
508	0.2598367111
509	0.2597834858
510	0.2597157398
511	0.259682041
512	0.259628083
513	0.259571243
514	0.2595334059
515	0.2594992589
516	0.2594596647
517	0.259391161
518	0.259369471
519	0.2593251092
520	0.2592856544
521	0.2592564772
522	0.259202821
523	0.259134967
524	0.2590686437
525	0.2590286618
526	0.258978747
527	0.2589349016
528	0.2588890032
529	0.2588594669
530	0.2587941762
531	0.2587462353
532	0.2586944379
533	0.2586212234
534	0.2585891804
535	0.2585455998
536	0.2584880094
537	0.2584396564
538	0.2583950694
539	0.2583303006
540	0.258267547
541	0.2581940297
542	0.2581533774
543	0.2580705595
544	0.2580440403
545	0.2579979932
546	0.257966895
547	0.2579112961
548	0.2578643478
549	0.2578389783
550	0.2577861312
551	0.2577337483
552	0.2576703377
553	0.2576258278
554	0.2575734644
555	0.257533828
556	0.2575000932
557	0.2574381369
558	0.2574006454
559	0.2573289194
560	0.2572862372
561	0.2572233676
562	0.2572012036
563	0.2570865336
564	0.2570268347
565	0.2570036472
566	0.256956854
567	0.2569038106
568	0.2568446854
569	0.2568025208
570	0.2567425722
571	0.2567038738
572	0.2566689963
573	0.25661194
574	0.2565750761
575	0.2565351706
576	0.2564943348
577	0.2564385771
578	0.256373529
579	0.2563266983
580	0.2562544196
581	0.2562283722
582	0.2561929578
583	0.2561640444
584	0.2561094281
585	0.2560461616
586	0.2560153621
587	0.2559673542
588	0.2559289363
589	0.2558892996
590	0.2558358395
591	0.2557634707
592	0.2557073135
593	0.2556660384
594	0.2556178688
595	0.2554945071
596	0.2553685611
597	0.2553520486
598	0.255239645
599	0.255207503
600	0.2551340112
601	0.2550654888
602	0.2550392905
603	0.2550014408
604	0.2549681168
605	0.2549011928
606	0.254848503
607	0.2547951259
608	0.2547484051
609	0.2547191095
610	0.2546286275
611	0.2546044479
612	0.2545700473
613	0.2545169395
614	0.2544680435
615	0.2544225468
616	0.2543893914
617	0.2543450903
618	0.2542943508
619	0.2542332994
620	0.2542134543
621	0.2541768627
622	0.254124717
623	0.2540929673
624	0.2540666638
625	0.2540003473
626	0.2539631311
627	0.2539274774
628	0.253887807
629	0.2538364294
630	0.2537881344
631	0.2537380365
632	0.2536769977
633	0.2536295041
634	0.2535853375
635	0.2535491471
636	0.2534847503
637	0.2534655316
638	0.2534156272
639	0.2533610631
640	0.253330158
641	0.2532973295
642	0.2532579864
643	0.2532227288
644	0.2531971297
645	0.2531411112
646	0.2531006576
647	0.2530588185
648	0.252982696
649	0.2529478007
650	0.2528819385
651	0.2528253339
652	0.2527499913
653	0.2526987703
654	0.2526481455
655	0.2525888795
656	0.2525572455
657	0.2525103669
658	0.2524777497
659	0.2523929498
660	0.252361627
661	0.2523361066
662	0.2522789644
663	0.2522302108
664	0.2521366935
665	0.2521048667
666	0.2520397462
667	0.2519866175
668	0.2519472972
669	0.2519172429
670	0.2518732744
671	0.2518350942
672	0.2517840085
673	0.2517473823
674	0.2517031565
675	0.251647158
676	0.2516204581
677	0.2515579448
678	0.2515279958
679	0.2514949351
680	0.2514426825
681	0.2514193564
682	0.2513892628
683	0.2513061048
684	0.2512716032
685	0.2512139848
686	0.25119402
687	0.2511530898
688	0.2511066993
689	0.251039985
690	0.250994317
691	0.2509742207
692	0.2509314705
693	0.2508916779
694	0.2508566422
695	0.2508263526
696	0.2507756287
697	0.250734713
698	0.2506860362
699	0.2506444208
700	0.2505942693
701	0.2505322445
702	0.2504871578
703	0.2504377985
704	0.2503959334
705	0.2503538201
706	0.2503026329
707	0.2502588364
708	0.2502117981
709	0.2501476478
710	0.2500915304
711	0.2500600391
712	0.2499993636
713	0.2499628062
714	0.2499040926
715	0.2498695723
716	0.2498505129
717	0.2498084867
718	0.2497775172
719	0.249760245
720	0.2497195306
721	0.2496926808
722	0.2496538169
723	0.2496269006
724	0.2496057422
725	0.249583864
726	0.2495432969
727	0.2495075
728	0.2494611872
729	0.2494308342
730	0.2493875264
731	0.2493670419
732	0.2493279974
733	0.249300045
734	0.2492461651
735	0.2491893291
736	0.2491301835
737	0.249074209
738	0.2490353387
739	0.2489941486
740	0.248946055
741	0.2489324241
742	0.248899114
743	0.2487900417
744	0.248750561
745	0.248714918
746	0.2486764558
747	0.2486243935
748	0.2485934104
749	0.2485518215
750	0.2485069698
751	0.2484497244
752	0.2484100484
753	0.2483494539
754	0.248316268
755	0.2482603668
756	0.2481736057
757	0.2481236951
758	0.2480837339
759	0.248044909
760	0.2480143481
761	0.247970921
762	0.2479306551
763	0.2478817299
764	0.2478273256
765	0.2477808244
766	0.247754921
767	0.2477190352
768	0.247654745
769	0.2476366534
770	0.247574964
771	0.2475342508
772	0.2474850703
773	0.247418093
774	0.2473784119
775	0.2473452959
776	0.2472877516
777	0.2472572349
778	0.2472143578
779	0.247189536
780	0.2471631653
781	0.2471155847
782	0.2470914212
783	0.2470636928
784	0.2470194613
785	0.2469915115
786	0.2469719995
787	0.2469356473
788	0.2469124657
789	0.2468640431
790	0.2468180071
791	0.246789416
792	0.2467711235
793	0.2467321974
794	0.2467055895
795	0.2466561288
796	0.2466050926
797	0.2465859222
798	0.2465503814
799	0.246530292
800	0.2464772289
801	0.2464312279
802	0.2464011853
803	0.2463699268
804	0.2463437103
805	0.246300641
806	0.2462806375
807	0.2462621223
808	0.2462096825
809	0.2461840962
810	0.2461711997
811	0.2461197426
812	0.2461058496
813	0.2460808138
814	0.2460072237
815	0.2459609078
816	0.2459452014
817	0.2459099929
818	0.2458848567
819	0.245865039
820	0.2458281438
821	0.2457960749
822	0.245741512
823	0.2456888853
824	0.2456654098
825	0.2456306259
826	0.2455846064
827	0.2455350977
828	0.2454954666
829	0.2454497908
830	0.2453977366
831	0.2453486808
832	0.2452962736
833	0.2452693842
834	0.2452082583
835	0.2451843889
836	0.2451330628
837	0.2450681781
838	0.2450168437
839	0.2449749349
840	0.2449454896
841	0.2449024832
842	0.2448388421
843	0.2448111621
844	0.2447840374
845	0.2447490871
846	0.2447183698
847	0.2446999739
848	0.2446583667
849	0.244612314
850	0.2445806534
851	0.2445338176
852	0.2444987432
853	0.2444741695
854	0.2444560271
855	0.24439136
856	0.2443776678
857	0.2443511526
858	0.2443066797
859	0.2442769658
860	0.2442213332
861	0.2441868023
862	0.2441386791
863	0.2441015418
864	0.2440901395
865	0.2440413676
866	0.2440157213
867	0.2439806159
868	0.2439455881
869	0.243904096
870	0.2438522482
871	0.2438046597
872	0.2437707665
873	0.2436990712
874	0.2436567092
875	0.2435975546
876	0.2435646529
877	0.2435487484
878	0.2435051768
879	0.2434744083
880	0.2434408789
881	0.2434130379
882	0.2433686464
883	0.2433471001
884	0.243314601
885	0.2432653067
886	0.243219395
887	0.2431947549
888	0.2431677291
889	0.2431376493
890	0.2431152891
891	0.2430712425
892	0.2430232976
893	0.2429962368
894	0.2429532595
895	0.2429264506
896	0.2428816046
897	0.24285061
898	0.2428343851
899	0.2427672572
900	0.2427348863
901	0.2426905762
902	0.2426441271
903	0.2426226072
904	0.2425853779
905	0.2425536958
906	0.2425249848
907	0.2425032173
908	0.2424677829
909	0.2424231746
910	0.2423473103
911	0.2422924226
912	0.2422327058
913	0.2421873386
914	0.2421477514
915	0.2421272328
916	0.2420994782
917	0.2420882854
918	0.2420507813
919	0.2420230825
920	0.241979732
921	0.2419639429
922	0.2419418217
923	0.2418902124
924	0.241824296
925	0.2417917299
926	0.2417708277
927	0.2417490524
928	0.2417203117
929	0.2416878601
930	0.2416403055
931	0.2415842238
932	0.2415627755
933	0.2415483214
934	0.241507914
935	0.2414880367
936	0.2414535844
937	0.2414301944
938	0.2413963852
939	0.2413576439
940	0.2413199231
941	0.2412324406
942	0.2411994888
943	0.2411234726
944	0.2410603817
945	0.2410120416
946	0.2409961798
947	0.2408865196
948	0.2408387522
949	0.2408309264
950	0.2408013264
951	0.2407755426
952	0.2407559549
953	0.2407090707
954	0.2406620276
955	0.2406158022
956	0.2405864964
957	0.2405352575
958	0.2405135809
959	0.2404777624
960	0.2404351637
961	0.2404100843
962	0.2403675474
963	0.2403473971
964	0.2402958252
965	0.2402555232
966	0.2402172166
967	0.2401676088
968	0.240145022
969	0.2400981383
970	0.2400594678
971	0.2400273679
972	0.2400132225
973	0.2399916046
974	0.2399708616
975	0.2399473945
976	0.2399265686
977	0.2399018311
978	0.2398645813
979	0.2398285804
980	0.239806627
981	0.2397716712
982	0.239738735
983	0.2396689687
984	0.2396272383
985	0.2395998575
986	0.2395718242
987	0.2395394939
988	0.2394792316
989	0.2394533353
990	0.2394234303
991	0.2393426163
992	0.2393003949
993	0.2392695675
994	0.2392489325
995	0.2392334257
996	0.239190186
997	0.2391503747
998	0.2391347636
999	0.2390802523
